Country,Term,Rate,Date
JM,6,7.96,30-Sep-22
JM,3,7.79,31-Oct-22
JM,6,8.15,31-Oct-22
JM,9,8.41,31-Oct-22
JM,3,7.86,30-Nov-22
JM,6,8.27,30-Nov-22
JM,9,8.45,30-Nov-22
JM,3,8.04,31-Dec-22
JM,6,8.18,31-Dec-22
JM,3,8.09,31-Jan-23
JM,6,8.3,31-Jan-23
JM,3,8.09,28-Feb-23
JM,6,8.44,28-Feb-23
JM,9,8.41,28-Feb-23
JM,3,8.21,31-Mar-23
JM,6,8.31,31-Mar-23
JM,3,8.14,30-Apr-23
JM,6,8.32,30-Apr-23
JM,9,8.36,30-Apr-23
JM,3,7.82,31-May-23
JM,6,7.97,31-May-23
JM,9,8,31-May-23
JM,3,7.86,30-Jun-23
JM,6,7.89,30-Jun-23
JM,3,7.79,31-Jul-23
JM,6,7.8,31-Jul-23
JM,9,8.42,31-Jul-23
JM,3,7.75,31-Aug-23
JM,6,7.8,31-Aug-23
JM,9,9,31-Aug-23
JM,3,7.73,30-Sep-23
JM,6,7.81,30-Sep-23
JM,3,7.75,31-Oct-23
JM,6,7.79,31-Oct-23
JM,3,7.91,30-Nov-23
JM,6,8.42,30-Nov-23
JM,9,8.43,30-Nov-23
JM,3,8.1,31-Dec-23
JM,6,8.46,31-Dec-23
JM,3,8.39,31-Jan-24
JM,6,8.42,31-Jan-24
JM,9,8.72,31-Jan-24
JM,3,8.35,29-Feb-24
JM,6,8.3,29-Feb-24
JM,9,8.62,29-Feb-24
JM,3,8.03,31-Mar-24
JM,6,8.11,31-Mar-24
JM,3,8.37,30-Apr-24
JM,6,8.57,30-Apr-24
JM,9,9.47,30-Apr-24
JM,3,8.25,31-May-24
JM,6,8.3,31-May-24
JM,9,9.12,31-May-24
JM,3,8.23,30-Jun-24
JM,6,8.43,30-Jun-24
JM,3,8.13,31-Jul-24
JM,6,8.22,31-Jul-24
JM,3,8.03,31-Aug-24
JM,6,8.15,31-Aug-24
JM,9,8.4,31-Aug-24
